,cstName,Email,City,Zip,PhoneNumber,Country,CreateDate,TransactionID,PurchaseDate,Name,Region,ZipCode_2,StreetAddress,ItemName,Description,Category,ItemPrice,LineItemAmount,Quantity,Amount,CCNumber,CardSecurityCode
337,Elmer Stjohn,Elmer-Stjohn740@aol.com,Bend,86051,4585419862,Liberia,2020-08-21,71750-9697,2020-01-26,The Corner Store,Washington,98000,8516 Amet St.,fruit,farmers market generic,food,5.0,5.0,1.0,10255.0,4271785044186323,471
602,Cathy Woods,CathyWoods218@gmail.com,Portland,62489,7147894444,Bangladesh,2018-10-20,62277-1038,2020-03-09,Not Just Groceries,CA,97888,"1437 Sed, Av.",cereal,12 oz bag,food,4.0,20.0,5.0,30040.2,5260531875040203,748
827,Pauline Moran,Pauline-Moran27@comcast.net,Olympia,89780,5101025262,Bahamas,2017-05-15,87177-3463,2020-04-29,Authentic Shoppe,OR,96587,5111 Penatibus Rd,fern,has leaves,plants,25.0,125.0,5.0,10166.9,4261805324532151,255
872,Jared Howard,Jared_Howard23@comcast.net,San Francisco,38058,4583622656,Algeria,2018-12-21,85234-9081,2020-02-29,The Full Cart,Oregon,93455,5342 Ligula. Ave,candy,variety pack,food,3.25,9.75,3.0,14.25,4302025661522511,562
1044,Micheal Carroll,Micheal_Carroll452@aol.com,Bend,90438,5098179184,Ireland,2018-10-30,36547-5465,2019-11-18,Yummy Store,WA,98001,9128 Egestas Avenue,seeds,misc plant seeds,plants,15.0,30.0,2.0,40157.0,5041183316542863,737
391,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,36126-1056,2019-06-19,Not Just Groceries,CA,97888,"1437 Sed, Av.",tissues,,toiletries,5.0,5.0,1.0,352.0,5137702203285432,110
1057,Annette Smith,AnnetteJSmith224@msn.com,Sacramento,94182,4252814623,Azerbaijan,2019-10-25,22479-5517,2020-03-23,Yummy Store,WA,98001,9128 Egestas Avenue,coke,16 oz,beverage,2.95,14.75,5.0,154.5,4678317548418506,623
1064,Annette Smith,AnnetteJSmith224@msn.com,Sacramento,94182,4252814623,Azerbaijan,2019-10-25,70078-2976,2020-01-04,The Corner Store,Washington,98000,8516 Amet St.,fern,has leaves,plants,25.0,25.0,1.0,31.0,5186888516820804,445
361,Harry Hayward,Harry-Hayward322@hotmail.com,Olympia,66396,2067812937,Oman,2018-04-22,49431-4513,2020-01-11,Yummy Store,WA,98001,9128 Egestas Avenue,peace lily,white pedal,plants,100.0,300.0,3.0,320.85,5057404582727653,630
352,Harry Hayward,Harry-Hayward322@hotmail.com,Olympia,66396,2067812937,Oman,2018-04-22,12264-5518,2019-08-25,The Corner Store,Washington,98000,8516 Amet St.,coke,16 oz,beverage,2.95,14.75,5.0,72.35999999999999,4713546186107520,697
229,Andrew Crider,Andrew-Crider301@hotmail.com,Portland,99599,3601963241,Réunion,2018-11-26,75443-9515,2019-11-07,Yummy Store,WA,98001,9128 Egestas Avenue,coke,16 oz,beverage,2.95,2.95,1.0,96.7,4052723883771775,626
161,Ruth Cocklin,Ruth_Cocklin150@aol.com,Seattle,67641,4586060043,Andorra,2019-12-18,77819-8888,2020-01-10,The Full Cart,Oregon,93455,5342 Ligula. Ave,coke,24 oz,beverage,4.5,13.5,3.0,78.25999999999998,4130365101287364,313
545,Hilda Naegeli,Hilda_Naegeli140@yahoo.com,Spokane,64604,2534924147,Cambodia,2018-12-26,23725-6333,2020-07-22,Wholesome,California,98182,4942 Ac Rd.,water,6 oz,beverage,1.95,3.9,2.0,26.9,4723385252107713,495
4,Elmer Stjohn,Elmer-Stjohn740@aol.com,Bend,86051,4585419862,Liberia,2020-08-21,38394-8091,2019-04-10,West Port Goods,WA,98788,"8052 Adipiscing, Street",sandwich,premade,food,12.44,49.76,4.0,183.61,4788808050844181,178
800,Laura Wright,Laura_Wright283@msn.com,San Diego,97256,5104632690,Austria,2019-04-18,55855-8893,2020-07-12,Healthy Treats,WA,91222,8390 Integer St,tooth paste,,toiletries,2.3,6.9,3.0,24.1,4034614502234374,621
158,Michael Shepherd,MichaelyShepherd55@msn.com,Sacramento,65403,4587816189,Andorra,2020-08-02,66663-9400,2019-10-07,Authentic Shoppe,OR,96587,5111 Penatibus Rd,coke,24 oz,beverage,4.5,22.5,5.0,85.0,4647271306337230,389
672,Darlene Olsen,Darlene-Olsen273@gmail.com,Olympia,31192,5032938770,Burundi,2018-10-24,61923-5378,2020-03-28,Wholesome,California,98182,4942 Ac Rd.,seeds,misc plant seeds,plants,15.0,30.0,2.0,86.5,5105608823337137,551
622,Sharee Mcdaniel,Sharee-Mcdaniel368@aol.com,Bellingham,46937,7148599814,Pitcairn,2018-08-30,54238-5928,2019-04-15,Yummy Store,WA,98001,9128 Egestas Avenue,bread,single sliced,food,4.0,4.0,1.0,372.8,4432513686368620,305
685,Earl Tenneson,Earl-Tenneson195@hotmail.com,Seattle,80930,7072030503,Saint Kitts and Nevis,2020-01-02,33922-2539,2020-05-26,Authentic Shoppe,OR,96587,5111 Penatibus Rd,coke,16 oz,beverage,2.95,14.75,5.0,24.5,5362540023486677,340
1147,Christopher Erickson,ChristopherErickson292@yahoo.com,Oregon City,79684,7141178894,Spain,2020-02-09,28636-6254,2020-07-29,The Corner Store,Washington,98000,8516 Amet St.,water,4 oz,beverage,0.95,0.95,1.0,35.8,4018487366212820,555
820,Barbara Wesolowski,Barbara-Wesolowski337@hotmail.com,Bellevue,98372,2068197960,Sint Maarten (Dutch part),2019-12-12,13032-1851,2019-03-13,The Full Cart,Oregon,93455,5342 Ligula. Ave,coke,16 oz,beverage,2.95,11.8,4.0,254.3,5411212800454773,196
26,James Ramey,James-Ramey781@yahoo.com,Eugene,86498,3605988533,Bhutan,2019-06-20,12636-1838,2019-02-13,Not Just Groceries,CA,97888,"1437 Sed, Av.",fruit,farmers market generic,food,5.0,25.0,5.0,82.0,4074428260517176,985
575,Victor Lockhart,VictorLockhart171@hotmail.com,Sacramento,33066,4253105796,Bouvet Island,2017-02-10,26363-1357,2019-01-02,Wholesome,California,98182,4942 Ac Rd.,tooth paste,,toiletries,2.3,6.9,3.0,78.15,5447612265871246,299
463,Clifton Scott,Clifton_Scott669@aol.com,Eugene,61642,2096755666,Austria,2017-12-26,56801-4948,2019-08-08,Not Just Groceries,CA,97888,"1437 Sed, Av.",water,4 oz,beverage,0.95,3.8,4.0,23.8,4675275052333436,578
314,Jayne Eliott,JayneEliott202@hotmail.com,Bellingham,46646,2135916711,Singapore,2017-02-12,16817-6358,2020-07-02,Yummy Store,WA,98001,9128 Egestas Avenue,fern,has leaves,plants,25.0,100.0,4.0,145.0,4348667737362225,390
381,James Ramey,James-Ramey781@yahoo.com,Eugene,86498,3605988533,Bhutan,2019-06-20,99241-4629,2019-02-22,Not Just Groceries,CA,97888,"1437 Sed, Av.",sandwich,premade,food,12.44,12.44,1.0,81.05999999999997,4552651388451787,350
274,Annette Smith,AnnetteJSmith224@msn.com,Sacramento,94182,4252814623,Azerbaijan,2019-10-25,66372-3977,2019-06-18,Wholesome,California,98182,4942 Ac Rd.,green algae,,plants,2.0,8.0,4.0,60.5,5360324661777465,805
973,Jennifer Rodriguez,JenniferhRodriguez773@yahoo.com,Medford,60665,2067233744,Martinique,2017-05-04,33115-3416,2019-04-06,West Port Goods,WA,98788,"8052 Adipiscing, Street",tissues,,toiletries,5.0,5.0,1.0,40092.25,4324141235836712,797
492,Kimberly Reyna,KimberlySReyna284@gmail.com,San Diego,79122,4585520275,Mongolia,2018-01-14,42216-8328,2020-02-09,Not Just Groceries,CA,97888,"1437 Sed, Av.",water,24 oz,beverage,2.95,2.95,1.0,90.9,5206824138118578,847
752,George Wilson,GeorgeWilson697@hotmail.com,Sacramento,74543,2066957028,Solomon Islands,2019-06-27,73281-9880,2019-08-29,West Port Goods,WA,98788,"8052 Adipiscing, Street",water,6 oz,beverage,1.95,1.95,1.0,18.8,4258406133165862,786
335,Elmer Stjohn,Elmer-Stjohn740@aol.com,Bend,86051,4585419862,Liberia,2020-08-21,71750-9697,2020-01-26,The Corner Store,Washington,98000,8516 Amet St.,fern,has leaves,plants,25.0,125.0,5.0,10255.0,4271785044186323,471
495,Kimberly Reyna,KimberlySReyna284@gmail.com,San Diego,79122,4585520275,Mongolia,2018-01-14,42216-8328,2020-02-09,Not Just Groceries,CA,97888,"1437 Sed, Av.",seeds,misc plant seeds,plants,15.0,60.0,4.0,90.9,5206824138118578,847
177,Robert Tipka,RobertzTipka799@aol.com,Oregon City,53242,5094188142,Cayman Islands,2018-09-19,46452-5877,2019-03-14,Healthy Treats,WA,91222,8390 Integer St,coke,16 oz,beverage,2.95,14.75,5.0,224.75,5841788272657564,932
692,Linda Green,LindaZGreen451@msn.com,Medford,31030,2137110642,Liberia,2017-05-02,51771-1754,2019-05-28,The Corner Store,Washington,98000,8516 Amet St.,,,toiletries,10000.0,30000.0,3.0,30079.6,4674233722574403,427
310,Stella Bryant,StellaqBryant581@aol.com,Spokane,77590,2095948973,Belgium,2018-02-23,17390-8973,2020-07-23,Wholesome,California,98182,4942 Ac Rd.,cactus,a beautiful prickly,plants,10.0,30.0,3.0,35.0,4705731288567124,993
456,Mary Wright,MaryWright964@yahoo.com,Eugene,47296,2134498897,Cuba,2017-02-01,60643-2495,2020-08-18,The Corner Store,Washington,98000,8516 Amet St.,water,4 oz,beverage,0.95,0.95,1.0,12.95,5386610755700668,740
15,James Cooper,James-Cooper869@comcast.net,Salem,78074,2093322873,Canada,2017-11-11,62475-4262,2019-06-10,Not Just Groceries,CA,97888,"1437 Sed, Av.",green algae,,plants,2.0,10.0,5.0,80.16,5236572667855303,749
1009,David Collins,DavidCollins783@comcast.net,Tacoma,86714,2535239932,Syrian Arab Republic,2018-06-09,31016-4518,2019-11-17,The Corner Store,Washington,98000,8516 Amet St.,coke,16 oz,beverage,2.95,5.9,2.0,69.45,4638175110858876,477
1011,Eddie Doughty,Eddie-Doughty378@msn.com,Tacoma,40141,5091593411,Georgia,2018-02-02,65540-5872,2020-07-31,West Port Goods,WA,98788,"8052 Adipiscing, Street",fern,has leaves,plants,25.0,100.0,4.0,121.5,4433703873083333,834
377,James Ramey,James-Ramey781@yahoo.com,Eugene,86498,3605988533,Bhutan,2019-06-20,31070-6242,2020-08-14,Healthy Treats,WA,91222,8390 Integer St,cereal,12 oz bag,food,4.0,8.0,2.0,72.5,4258070434313648,387
999,Derrick Eddy,Derrick-Eddy1@comcast.net,San Jose,32609,3604967010,Lithuania,2020-08-28,81264-5078,2020-01-12,Not Just Groceries,CA,97888,"1437 Sed, Av.",peace lily,white pedal,plants,100.0,400.0,4.0,431.15,5626623055211857,715
994,Dolores Lawson,Dolores_Lawson559@aol.com,Portland,79061,2062022657,Trinidad and Tobago,2017-07-14,78541-4184,2019-06-14,The Full Cart,Oregon,93455,5342 Ligula. Ave,coke,16 oz,beverage,2.95,8.850000000000003,3.0,165.35,5130765827283574,953
1006,David Collins,DavidCollins783@comcast.net,Tacoma,86714,2535239932,Syrian Arab Republic,2018-06-09,31016-4518,2019-11-17,The Corner Store,Washington,98000,8516 Amet St.,water,24 oz,beverage,2.95,2.95,1.0,69.45,4638175110858876,477
619,Belinda Dawkins,Belinda_Dawkins163@aol.com,Portland,56555,5415571588,Algeria,2017-05-17,47230-6285,2020-07-09,West Port Goods,WA,98788,"8052 Adipiscing, Street",fern,has leaves,plants,25.0,25.0,1.0,41.85,5288771743230772,213
1116,Robert Dennis,RobertvDennis964@msn.com,Oregon City,99862,2537000464,Pitcairn,2018-05-07,11836-5303,2019-08-17,Yummy Store,WA,98001,9128 Egestas Avenue,fruit,farmers market generic,food,5.0,20.0,4.0,40028.0,5084041037565322,686
445,Greg Johnson,Greg-Johnson571@hotmail.com,Los Angeles,61959,2539633800,Guinea,2019-04-14,49696-6758,2020-04-09,Healthy Treats,WA,91222,8390 Integer St,water,24 oz,beverage,2.95,5.9,2.0,246.45,5725677015774846,774
219,Connie Kinder,ConnieKinder120@gmail.com,Bellevue,61376,7071128200,Mauritius,2020-02-28,15396-6726,2019-07-18,West Port Goods,WA,98788,"8052 Adipiscing, Street",fruit,farmers market generic,food,5.0,20.0,4.0,94.0,4520145084663368,182
402,Lise Holman,Lise-Holman14@aol.com,Oregon City,83716,4258179456,Georgia,2018-01-03,92836-1292,2019-04-04,The Full Cart,Oregon,93455,5342 Ligula. Ave,candy,variety pack,food,3.25,13.0,4.0,249.5,4018110426118887,288
281,Melissa Burgos,Melissa-Burgos386@comcast.net,Tacoma,41877,5411269040,Bahamas,2020-01-10,28793-7498,2019-03-31,The Corner Store,Washington,98000,8516 Amet St.,chips,generic chip,food,2.0,10.0,5.0,80.0,5743481464885853,965
79,Norma Huerta,Norma-Huerta611@msn.com,Eugene,70808,2094585737,Greenland,2017-05-22,28924-8851,2020-05-09,The Full Cart,Oregon,93455,5342 Ligula. Ave,,,toiletries,10000.0,50000.0,5.0,50010.0,4611755636672733,779
190,Jason Bean,Jason-Bean487@aol.com,Portland,62433,5037207907,Guinea,2018-10-01,22194-7784,2019-12-06,West Port Goods,WA,98788,"8052 Adipiscing, Street",seeds,misc plant seeds,plants,15.0,30.0,2.0,114.95,4828868021310742,754
888,Gerald Buchanan,Gerald_Buchanan951@comcast.net,Bellingham,81386,7145123799,Belgium,2017-10-09,79595-5748,2020-05-17,Healthy Treats,WA,91222,8390 Integer St,seeds,misc plant seeds,plants,15.0,75.0,5.0,30089.1,5676543673524812,479
1123,Robert Dennis,RobertvDennis964@msn.com,Oregon City,99862,2537000464,Pitcairn,2018-05-07,73418-4413,2019-10-09,Authentic Shoppe,OR,96587,5111 Penatibus Rd,bread,single sliced,food,4.0,4.0,1.0,7.9,5015785556823187,122
46,Mabel Perry,MabelPerry675@yahoo.com,Bellingham,84106,5414809217,Central African Republic,2017-07-15,89178-9428,2020-06-29,Yummy Store,WA,98001,9128 Egestas Avenue,tissues,,toiletries,5.0,25.0,5.0,30029.0,5815606423154644,287
296,Robert Dennis,RobertvDennis964@msn.com,Oregon City,99862,2537000464,Pitcairn,2018-05-07,12712-2537,2020-07-25,The Full Cart,Oregon,93455,5342 Ligula. Ave,coke,12 oz,beverage,1.25,2.5,2.0,2.5,4556600717351838,864
117,Terri Lopez,Terri-Lopez916@comcast.net,Medford,48103,2535065633,Japan,2019-10-09,53069-3005,2019-06-15,The Corner Store,Washington,98000,8516 Amet St.,sandwich,premade,food,12.44,12.44,1.0,24.44,5212727247852476,896
346,Roberto Cordero,Roberto_Cordero935@aol.com,Medford,55098,2097116267,"Congo, The Democratic Republic of the",2020-04-23,13497-8786,2019-09-04,Healthy Treats,WA,91222,8390 Integer St,green algae,,plants,2.0,4.0,2.0,24.35,4116148655832821,219
16,James Cooper,James-Cooper869@comcast.net,Salem,78074,2093322873,Canada,2017-11-11,62475-4262,2019-06-10,Not Just Groceries,CA,97888,"1437 Sed, Av.",cactus,a beautiful prickly,plants,10.0,10.0,1.0,80.16,5236572667855303,749
182,Sandra Emmert,Sandra_Emmert456@hotmail.com,Bellingham,51141,5094683282,Sao Tome and Principe,2020-03-29,69156-5159,2020-01-22,Yummy Store,WA,98001,9128 Egestas Avenue,coke,24 oz,beverage,4.5,9.0,2.0,51.95,5688570627285761,739
253,Eddie Doughty,Eddie-Doughty378@msn.com,Tacoma,40141,5091593411,Georgia,2018-02-02,23999-2238,2020-05-02,The Full Cart,Oregon,93455,5342 Ligula. Ave,cereal,12 oz bag,food,4.0,12.0,3.0,30037.0,4151680723774715,436
1170,Vivian Bredesen,VivianNBredesen225@msn.com,Los Angeles,35196,5107398767,Uzbekistan,2017-06-06,64203-3073,2019-02-01,Yummy Store,WA,98001,9128 Egestas Avenue,tissues,,toiletries,5.0,15.0,3.0,159.0,5578310217237276,394
410,Lori Gill,Lori-Gill852@comcast.net,Oregon City,50535,5095780443,China,2019-02-23,26958-5248,2019-11-10,The Corner Store,Washington,98000,8516 Amet St.,water,6 oz,beverage,1.95,5.85,3.0,49.19,5435500472841052,598
594,Mark Ward,MarktWard616@yahoo.com,Sacramento,73646,2067260077,French Southern Territories,2019-08-02,42411-8900,2019-04-08,Not Just Groceries,CA,97888,"1437 Sed, Av.",seeds,misc plant seeds,plants,15.0,45.0,3.0,64.5,5054771664343307,676
251,Eddie Doughty,Eddie-Doughty378@msn.com,Tacoma,40141,5091593411,Georgia,2018-02-02,23999-2238,2020-05-02,The Full Cart,Oregon,93455,5342 Ligula. Ave,chips,generic chip,food,2.0,4.0,2.0,30037.0,4151680723774715,436
810,Barbara Wesolowski,Barbara-Wesolowski337@hotmail.com,Bellevue,98372,2068197960,Sint Maarten (Dutch part),2019-12-12,98006-3403,2019-03-30,Healthy Treats,WA,91222,8390 Integer St,fruit,farmers market generic,food,5.0,20.0,4.0,60.0,5728467811565651,262
983,Monique Cecot,MoniqueCecot552@hotmail.com,Spokane,94868,4256776005,Thailand,2019-01-27,28375-7055,2019-08-06,Authentic Shoppe,OR,96587,5111 Penatibus Rd,,,toiletries,10000.0,10000.0,1.0,10048.85,5064141827811622,660
137,Linda Green,LindaZGreen451@msn.com,Medford,31030,2137110642,Liberia,2017-05-02,90290-9745,2019-04-22,Yummy Store,WA,98001,9128 Egestas Avenue,cereal,12 oz bag,food,4.0,16.0,4.0,46.0,4045345716208780,964
6,Elmer Stjohn,Elmer-Stjohn740@aol.com,Bend,86051,4585419862,Liberia,2020-08-21,38394-8091,2019-04-10,West Port Goods,WA,98788,"8052 Adipiscing, Street",coke,16 oz,beverage,2.95,8.850000000000003,3.0,183.61,4788808050844181,178
919,Kevin Payne,KevinuPayne297@comcast.net,Olympia,79534,2061846196,Malawi,2019-10-02,76656-6190,2019-08-23,Authentic Shoppe,OR,96587,5111 Penatibus Rd,seeds,misc plant seeds,plants,15.0,45.0,3.0,107.5,4487227402480201,293
394,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,95488-6217,2020-04-07,Healthy Treats,WA,91222,8390 Integer St,seeds,misc plant seeds,plants,15.0,30.0,2.0,85.8,5765063741582400,940
676,Darlene Olsen,Darlene-Olsen273@gmail.com,Olympia,31192,5032938770,Burundi,2018-10-24,61923-5378,2020-03-28,Wholesome,California,98182,4942 Ac Rd.,coke,12 oz,beverage,1.25,6.25,5.0,86.5,5105608823337137,551
194,Ronald Moody,Ronald-Moody543@aol.com,Eugene,46230,2069087778,Guatemala,2017-12-27,84661-5100,2019-02-22,Yummy Store,WA,98001,9128 Egestas Avenue,bread,single sliced,food,4.0,4.0,1.0,32.05,5846137757672123,827
458,Mary Wright,MaryWright964@yahoo.com,Eugene,47296,2134498897,Cuba,2017-02-01,19202-2257,2019-03-22,The Full Cart,Oregon,93455,5342 Ligula. Ave,coke,24 oz,beverage,4.5,9.0,2.0,848.73,4803828212443701,369
301,Ronald Rufenacht,RonaldfRufenacht446@msn.com,San Jose,88178,2537312096,Ireland,2019-12-22,30353-6786,2019-07-31,Authentic Shoppe,OR,96587,5111 Penatibus Rd,fruit,farmers market generic,food,5.0,20.0,4.0,77.75,5835367606700133,445
762,George Wilson,GeorgeWilson697@hotmail.com,Sacramento,74543,2066957028,Solomon Islands,2019-06-27,64953-6667,2019-11-15,Authentic Shoppe,OR,96587,5111 Penatibus Rd,coke,24 oz,beverage,4.5,22.5,5.0,70.0,5630805352470648,580
246,David Collins,DavidCollins783@comcast.net,Tacoma,86714,2535239932,Syrian Arab Republic,2018-06-09,12414-4571,2020-04-28,West Port Goods,WA,98788,"8052 Adipiscing, Street",candy,variety pack,food,3.25,13.0,4.0,33.0,5057111121844825,460
628,Sharee Mcdaniel,Sharee-Mcdaniel368@aol.com,Bellingham,46937,7148599814,Pitcairn,2018-08-30,74273-5494,2020-05-24,The Corner Store,Washington,98000,8516 Amet St.,water,24 oz,beverage,2.95,14.75,5.0,54.75,4426804735746210,348
465,Clifton Scott,Clifton_Scott669@aol.com,Eugene,61642,2096755666,Austria,2017-12-26,67459-3002,2020-03-12,Authentic Shoppe,OR,96587,5111 Penatibus Rd,cactus,a beautiful prickly,plants,10.0,40.0,4.0,116.25,5228350741874187,341
378,James Ramey,James-Ramey781@yahoo.com,Eugene,86498,3605988533,Bhutan,2019-06-20,31070-6242,2020-08-14,Healthy Treats,WA,91222,8390 Integer St,tooth paste,,toiletries,2.3,11.5,5.0,72.5,4258070434313648,387
631,Sharee Mcdaniel,Sharee-Mcdaniel368@aol.com,Bellingham,46937,7148599814,Pitcairn,2018-08-30,92123-7571,2020-02-27,Authentic Shoppe,OR,96587,5111 Penatibus Rd,bread,single sliced,food,4.0,4.0,1.0,138.9,5836332053802360,595
1167,Vivian Bredesen,VivianNBredesen225@msn.com,Los Angeles,35196,5107398767,Uzbekistan,2017-06-06,27393-7405,2020-07-30,The Corner Store,Washington,98000,8516 Amet St.,green algae,,plants,2.0,8.0,4.0,78.0,4508282337675157,280
851,Sandra Emmert,Sandra_Emmert456@hotmail.com,Bellingham,51141,5094683282,Sao Tome and Principe,2020-03-29,84777-8583,2020-03-25,The Corner Store,Washington,98000,8516 Amet St.,coke,24 oz,beverage,4.5,13.5,3.0,88.5,4804477485188142,210
273,Annette Smith,AnnetteJSmith224@msn.com,Sacramento,94182,4252814623,Azerbaijan,2019-10-25,66372-3977,2019-06-18,Wholesome,California,98182,4942 Ac Rd.,coke,12 oz,beverage,1.25,2.5,2.0,60.5,5360324661777465,805
663,Terri Lopez,Terri-Lopez916@comcast.net,Medford,48103,2535065633,Japan,2019-10-09,74866-2342,2019-12-21,The Full Cart,Oregon,93455,5342 Ligula. Ave,cereal,12 oz bag,food,4.0,20.0,5.0,66.32,5468508508643300,827
133,Earl Tenneson,Earl-Tenneson195@hotmail.com,Seattle,80930,7072030503,Saint Kitts and Nevis,2020-01-02,60074-5535,2020-06-21,West Port Goods,WA,98788,"8052 Adipiscing, Street",water,24 oz,beverage,2.95,14.75,5.0,34.45,4347254475845858,501
345,Roberto Cordero,Roberto_Cordero935@aol.com,Medford,55098,2097116267,"Congo, The Democratic Republic of the",2020-04-23,78229-7866,2019-01-22,Not Just Groceries,CA,97888,"1437 Sed, Av.",bread,single sliced,food,4.0,20.0,5.0,45.0,5351820788321423,200
727,Steven Martin,Steven-Martin131@comcast.net,Oregon City,36750,5096497502,Hong Kong,2018-01-16,65580-3333,2019-05-19,Authentic Shoppe,OR,96587,5111 Penatibus Rd,fruit,farmers market generic,food,5.0,15.0,3.0,56.8,5483855623062500,792
370,James Cooper,James-Cooper869@comcast.net,Salem,78074,2093322873,Canada,2017-11-11,43023-6473,2020-04-19,Wholesome,California,98182,4942 Ac Rd.,green algae,,plants,2.0,2.0,1.0,82.2,5860825026442886,602
123,Scott March,ScottEMarch564@comcast.net,Seattle,47525,2138216778,Benin,2020-05-28,23947-8663,2019-05-11,Authentic Shoppe,OR,96587,5111 Penatibus Rd,sandwich,premade,food,12.44,62.2,5.0,120.4,5411714633226666,596
540,Frances Yu,FranceslYu578@yahoo.com,Oregon City,39719,5104363418,Australia,2019-07-27,40192-5933,2020-04-16,Authentic Shoppe,OR,96587,5111 Penatibus Rd,candy,variety pack,food,3.25,6.5,2.0,10506.5,5116477451682226,287
183,Jared Howard,Jared_Howard23@comcast.net,San Francisco,38058,4583622656,Algeria,2018-12-21,72935-9391,2020-01-08,The Full Cart,Oregon,93455,5342 Ligula. Ave,candy,variety pack,food,3.25,6.5,2.0,142.25,4776342205452111,574
488,Kimberly Reyna,KimberlySReyna284@gmail.com,San Diego,79122,4585520275,Mongolia,2018-01-14,72341-1761,2019-03-27,Not Just Groceries,CA,97888,"1437 Sed, Av.",bread,single sliced,food,4.0,4.0,1.0,105.02,4114418135388822,593
755,George Wilson,GeorgeWilson697@hotmail.com,Sacramento,74543,2066957028,Solomon Islands,2019-06-27,47351-8635,2019-12-23,West Port Goods,WA,98788,"8052 Adipiscing, Street",green algae,,plants,2.0,2.0,1.0,11.75,4412326717020732,145
543,Hilda Naegeli,Hilda_Naegeli140@yahoo.com,Spokane,64604,2534924147,Cambodia,2018-12-26,14240-3602,2019-10-15,The Corner Store,Washington,98000,8516 Amet St.,water,24 oz,beverage,2.95,8.850000000000003,3.0,53.85,4444476881274537,405
1101,Therese Lankford,Therese_Lankford996@gmail.com,Spokane,66222,4581754143,Thailand,2017-07-22,91893-9200,2019-06-17,Yummy Store,WA,98001,9128 Egestas Avenue,coke,16 oz,beverage,2.95,11.8,4.0,147.8,5637501380685073,326
871,Jared Howard,Jared_Howard23@comcast.net,San Francisco,38058,4583622656,Algeria,2018-12-21,85234-9081,2020-02-29,The Full Cart,Oregon,93455,5342 Ligula. Ave,coke,24 oz,beverage,4.5,4.5,1.0,14.25,4302025661522511,562
476,Josefine Mathews,Josefine-Mathews812@yahoo.com,Bellingham,38477,2065294829,"Iran, Islamic Republic of",2018-10-28,94564-1409,2020-05-03,Wholesome,California,98182,4942 Ac Rd.,tissues,,toiletries,5.0,20.0,4.0,243.9,4050781667658257,870
165,Laura Wright,Laura_Wright283@msn.com,San Diego,97256,5104632690,Austria,2019-04-18,59428-1641,2020-08-05,The Corner Store,Washington,98000,8516 Amet St.,coke,16 oz,beverage,2.95,5.9,2.0,37.95,4504341226253073,964
330,Linda Matin,LindaMatin615@msn.com,Los Angeles,68016,2065577867,Romania,2020-04-23,12211-4100,2019-12-03,The Full Cart,Oregon,93455,5342 Ligula. Ave,coke,16 oz,beverage,2.95,11.8,4.0,49.55,4856482812046254,241
223,Arthur Mitchell,Arthur_Mitchell445@yahoo.com,San Francisco,42503,7075760307,Myanmar,2017-07-04,39697-9075,2020-07-10,Authentic Shoppe,OR,96587,5111 Penatibus Rd,water,24 oz,beverage,2.95,2.95,1.0,20012.95,5123116822722407,415
405,Lise Holman,Lise-Holman14@aol.com,Oregon City,83716,4258179456,Georgia,2018-01-03,92836-1292,2019-04-04,The Full Cart,Oregon,93455,5342 Ligula. Ave,candy,variety pack,food,3.25,6.5,2.0,249.5,4018110426118887,288
35,Gerald Ballew,Gerald_Ballew712@comcast.net,San Jose,77409,5109964828,Sierra Leone,2017-08-21,82985-3183,2020-08-24,West Port Goods,WA,98788,"8052 Adipiscing, Street",water,4 oz,beverage,0.95,1.9,2.0,9.9,4263438084358004,370
783,Ruth Cocklin,Ruth_Cocklin150@aol.com,Seattle,67641,4586060043,Andorra,2019-12-18,95256-5174,2019-05-03,Healthy Treats,WA,91222,8390 Integer St,water,4 oz,beverage,0.95,2.85,3.0,18.55,4635814123274064,191
949,Connie Kinder,ConnieKinder120@gmail.com,Bellevue,61376,7071128200,Mauritius,2020-02-28,85236-4257,2020-05-15,The Full Cart,Oregon,93455,5342 Ligula. Ave,water,24 oz,beverage,2.95,11.8,4.0,103.55,5400126854518720,938
30,Rosa Overman,Rosa-Overman232@hotmail.com,Bellevue,37952,5093452620,Maldives,2019-04-28,37473-8757,2020-05-01,Authentic Shoppe,OR,96587,5111 Penatibus Rd,candy,variety pack,food,3.25,3.25,1.0,71.25,4573685221710651,296
312,Anthony Brown,AnthonyQBrown856@comcast.net,Salem,42559,5096298783,Italy,2020-08-25,23045-8742,2019-09-16,Not Just Groceries,CA,97888,"1437 Sed, Av.",green algae,,plants,2.0,2.0,1.0,6.5,5305378283032280,124
854,Sandra Emmert,Sandra_Emmert456@hotmail.com,Bellingham,51141,5094683282,Sao Tome and Principe,2020-03-29,12307-8471,2019-03-27,Not Just Groceries,CA,97888,"1437 Sed, Av.",,,toiletries,10000.0,10000.0,1.0,10028.95,4736585781807120,453
1121,Robert Dennis,RobertvDennis964@msn.com,Oregon City,99862,2537000464,Pitcairn,2018-05-07,81967-8507,2019-12-06,Authentic Shoppe,OR,96587,5111 Penatibus Rd,tissues,,toiletries,5.0,5.0,1.0,35.0,5545087524503155,804
